inst;succ A;succ B;of;steps A;steps B;awg fined A;awg fined B;mu A;sig^2 A;mu B;sig^2 B;xing;winner
gen-4913;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4914;988;1000;1000;397.333;201.76;559.333;201.76;5.68306;0.653119;5.08669;26.3308;925;B
gen-4915;621;890;1000;987.663;635.176;6104.16;2120.18;6.67812;0.603431;6.11586;38.2443;1;B
gen-4916;999;1000;1000;211.036;109.48;224.536;109.48;4.86777;1.0446;4.31917;19.4211;1000;B
gen-4917;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4918;982;999;1000;432.794;237.457;675.794;250.957;5.76484;0.674333;5.18154;27.4819;431;B
gen-4919;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4920;736;873;1000;828.673;619.449;4392.67;2333.95;6.41142;0.816957;6.02774;37.3579;5;B
gen-4921;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4922;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4923;470;845;1000;1107.31;676.679;8262.31;2769.18;6.75807;0.84197;6.01214;37.6742;1;B
gen-4924;782;923;1000;781.108;500.951;3724.11;1540.45;6.35992;0.759563;5.79318;34.5348;48;B
gen-4925;999;1000;1000;187.323;113.123;200.823;113.123;4.81264;0.895972;4.34266;19.6389;999;B
gen-4926;631;953;1000;924.148;490.259;5905.65;1124.76;6.46386;1.16549;5.67678;33.6707;1;B
gen-4927;999;1000;1000;204.496;132.362;217.996;132.362;4.78163;1.17696;4.35589;20.0657;995;B
gen-4928;183;259;1000;1339.09;1262.37;12368.6;11265.9;7.09399;0.360542;6.97297;49.2296;6;B
gen-4929;980;999;1000;400.659;186.637;670.659;200.137;5.62975;0.841429;4.91201;24.7883;54;B
gen-4930;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4931;1000;1000;1000;162.043;103.233;162.043;103.233;4.69507;0.814543;4.30489;19.1983;997;B
gen-4932;997;1000;1000;269.804;130.563;310.304;130.563;5.25256;0.768349;4.58304;21.6375;986;B
gen-4933;1000;1000;1000;42.37;23.416;42.37;23.416;3.4455;0.637339;2.87181;8.82087;992;B
gen-4934;970;998;1000;417.398;259.88;822.398;286.88;5.55647;1.1577;5.12449;27.2879;297;B
gen-4935;1000;1000;1000;41.649;21.057;41.649;21.057;3.39906;0.674108;2.82077;8.40694;999;B
gen-4936;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4937;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4938;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4939;996;1000;1000;250.195;126.028;304.195;126.028;5.08867;0.968068;4.44657;20.6143;400;B
gen-4940;990;998;1000;262.238;146.046;397.238;173.046;5.02455;1.1742;4.38779;20.4313;974;B
gen-4941;993;1000;1000;311.395;196.282;405.895;196.282;5.39099;0.774744;4.94857;25.2014;869;B
gen-4942;505;762;1000;1116.62;832.405;7799.12;4045.41;6.85038;0.492345;6.43981;42.2573;3;B
gen-4943;999;1000;1000;207.093;140.934;220.593;140.934;5.02715;0.661029;4.66047;22.3436;986;B
gen-4944;730;880;1000;806.83;547.343;4451.83;2167.34;6.3223;1.00588;5.77375;34.6254;4;B
gen-4945;372;660;1000;1202.62;928.925;9680.62;5518.93;6.93837;0.464903;6.57242;43.9618;1;B
gen-4946;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4947;885;996;1000;682.744;337.172;2235.24;391.172;6.24227;0.690162;5.54392;31.3505;1;B
gen-4948;272;529;1000;1284.41;1031.23;11112.4;7389.73;7.03836;0.386159;6.67989;45.4278;2;B
gen-4949;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4950;1000;1000;1000;48.549;22.969;48.549;22.969;3.54226;0.710716;2.87595;8.79736;996;B
gen-4951;978;1000;1000;411.836;222.828;708.836;222.828;5.63508;0.852583;5.08529;26.532;86;B
gen-4952;965;997;1000;424.294;252.582;896.794;293.082;5.67969;0.811381;5.18291;27.561;724;B
gen-4953;964;998;1000;442.054;238.52;928.054;265.52;5.63188;1.09366;4.96638;25.8178;559;B
gen-4954;52;118;1000;1457.67;1398.59;14255.7;13305.6;7.25882;0.0899777;7.18457;51.8626;1;B
gen-4955;819;988;1000;781.09;367.127;3224.59;529.127;6.39055;0.683411;5.5771;31.8485;10;B
gen-4956;313;689;1000;1276.14;928.478;10550.6;5126.98;7.05058;0.309947;6.59034;44.1292;1;B
gen-4957;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4958;990;1000;1000;297.915;181.923;432.915;181.923;5.28865;0.879147;4.79995;23.8496;954;B
gen-4959;881;875;1000;579.118;544.15;2185.62;2231.65;5.89307;1.18149;5.65255;33.6426;41;A
gen-4960;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4961;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4962;997;1000;1000;310.238;159.913;350.738;159.913;5.48982;0.496818;4.90165;24.3882;5;B
gen-4963;381;709;1000;1227.13;904.089;9583.63;4832.59;6.98962;0.376712;6.57474;43.8863;1;B
gen-4964;839;900;1000;669.961;449.515;2843.46;1799.52;6.04495;1.27135;5.33834;30.3744;9;B
gen-4965;965;995;1000;424.331;269.818;896.831;337.318;5.65104;0.886349;5.23145;28.1582;566;B
gen-4966;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4967;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4968;904;988;1000;574.756;316.81;1870.76;478.81;5.9129;1.09683;5.24089;28.6466;45;B
gen-4969;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4970;824;991;1000;769.784;352.237;3145.78;473.737;6.37127;0.696028;5.58002;31.793;19;B
gen-4971;698;943;1000;922.055;504.539;4999.06;1274.04;6.59737;0.596461;5.89958;35.5462;1;B
gen-4972;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4973;625;841;1000;989.618;687.362;6052.12;2833.86;6.67824;0.609407;6.15918;38.9179;3;B
gen-4974;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4975;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4976;978;999;1000;455.213;218.779;752.213;232.279;5.79025;0.736535;5.08887;26.5117;799;B
gen-4977;158;299;1000;1375.59;1213.45;12742.6;10676.9;7.16263;0.206038;6.92081;48.5095;1;B
gen-4978;767;915;1000;796.083;563.537;3941.58;1711.04;6.3239;1.00613;5.86918;35.6966;47;B
gen-4979;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4980;1000;1000;1000;95.269;49.568;95.269;49.568;4.18527;0.799195;3.60302;13.5994;800;A
gen-4981;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4982;918;976;1000;599.067;357.623;1706.07;681.623;6.07476;0.77999;5.50365;31.1026;370;B
gen-4983;815;967;1000;782.198;459.136;3279.7;904.636;6.35915;0.805268;5.77857;34.2216;38;B
gen-4984;1000;1000;1000;115.775;67.838;115.775;67.838;4.43317;0.641341;3.96027;16.1828;771;B
gen-4985;329;642;1000;1241.39;936.895;10299.9;5769.9;6.98596;0.429494;6.56066;43.8589;2;B
gen-4986;997;1000;1000;242.973;142.409;283.473;142.409;5.12558;0.825766;4.64372;22.2058;978;B
gen-4987;930;997;1000;558.19;270.953;1503.19;311.453;5.93934;0.914373;5.25939;28.4079;384;B
gen-4988;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4989;256;575;1000;1305.36;1018.66;11349.4;6756.16;7.07051;0.328867;6.68322;45.4213;1;B
gen-4990;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4991;1000;1000;1000;100.623;48.44;100.623;48.44;4.23532;0.802295;3.60459;13.5889;872;A
gen-4992;141;365;1000;1395.93;1212.83;12992.4;9785.33;7.18328;0.195035;6.95817;48.9006;1;B
gen-4993;1000;1000;1000;179.549;109.282;179.549;109.282;4.85405;0.72202;4.41861;20.0954;992;A
gen-4994;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4995;709;913;1000;883.515;575.57;4812.02;1750.07;6.5233;0.667424;6.01771;37.0188;41;B
gen-4996;662;788;1000;898.619;707.16;5461.62;3569.16;6.52547;0.729546;6.16799;39.0381;74;B
gen-4997;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-4998;664;836;1000;887.068;633.357;5423.07;2847.36;6.46729;0.89996;5.97037;36.8896;6;B
gen-4999;992;1000;1000;256.784;182.51;364.784;182.51;4.97885;1.26267;4.59362;22.4658;995;B
gen-5000;948;996;1000;410.566;195.995;1112.57;249.995;5.45914;1.28422;4.76502;23.7486;150;B
gen-5001;989;998;1000;367.036;254.435;515.536;281.435;5.4721;1.04655;5.08675;26.9451;686;B
gen-5002;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5003;1000;1000;1000;90.571;67.364;90.571;67.364;4.09785;0.894653;3.83713;15.5344;975;B
gen-5004;1000;1000;1000;137.915;72.071;137.915;72.071;4.56213;0.785228;3.97527;16.4466;993;A
gen-5005;1000;1000;1000;135.411;67.21;135.411;67.21;4.32126;1.21623;3.76221;15.0581;993;A
gen-5006;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5007;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5008;264;432;1000;1321.37;1150.66;11257.4;8818.66;7.11771;0.195613;6.87832;47.849;1;B
gen-5009;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5010;220;340;1000;1337.06;1201.67;11867.1;10111.7;7.11486;0.262199;6.93108;48.5706;1;B
gen-5011;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5012;978;995;1000;404.547;249.354;701.547;316.854;5.54013;1.16819;5.03605;26.548;9;B
gen-5013;309;609;1000;1294.77;1039.07;10623.3;6317.57;7.0892;0.219878;6.77186;46.3633;1;B
gen-5014;1000;1000;1000;25.284;18.576;25.284;18.576;2.97791;0.51051;2.69417;7.70898;990;B
gen-5015;1000;1000;1000;158.036;77.303;158.036;77.303;4.51295;1.19865;3.89147;16.0781;994;A
gen-5016;599;793;1000;951.314;706.123;6364.81;3500.62;6.53405;0.963055;6.11644;38.6353;9;B
gen-5017;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5018;887;992;1000;603.049;289.268;2128.55;397.268;6.02139;0.921043;5.27787;28.6845;42;B
gen-5019;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5020;996;1000;1000;254.835;120.077;308.835;120.077;4.98832;1.33481;4.29653;19.6039;990;B
gen-5021;646;907;1000;967.373;637.575;5746.37;1893.08;6.65986;0.565068;6.16159;38.6894;5;B
gen-5022;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5023;1000;1000;1000;254.988;130.548;254.988;130.548;5.18786;0.760175;4.59583;21.6761;999;A
gen-5024;916;989;1000;548.238;290.36;1682.24;438.86;5.89723;0.975051;5.24786;28.4432;438;B
gen-5025;915;994;1000;604.195;299.37;1751.69;380.37;6.08416;0.749535;5.41832;29.9535;289;B
gen-5026;895;947;1000;598.892;425.373;2016.39;1140.87;6.032;0.877921;5.5399;31.8849;1;B
gen-5027;1000;1000;1000;214.86;125.577;214.86;125.577;4.98037;0.844918;4.49191;20.9018;970;B
gen-5028;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5029;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5030;999;1000;1000;192.072;107.913;205.572;107.913;4.77516;1.10163;4.20967;18.7706;1000;B
gen-5031;968;992;1000;399.57;299.618;831.57;407.618;5.47272;1.26996;5.1607;27.935;925;B
gen-5032;968;1000;1000;421.309;201.304;853.309;201.304;5.53665;1.29456;4.75333;23.9509;190;B
gen-5033;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5034;785;930;1000;798.918;527.679;3701.42;1472.68;6.3826;0.783436;5.91239;35.7953;65;B
gen-5035;1000;1000;1000;34.803;21.007;34.803;21.007;3.21549;0.648756;2.81566;8.41231;999;A
gen-5036;395;561;1000;1195.28;1037.43;9362.78;6963.93;6.9323;0.476911;6.69353;45.6097;4;B
gen-5037;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5038;964;994;1000;455.506;294.436;941.506;375.436;5.70221;1.00478;5.27197;28.7367;885;B
gen-5039;974;1000;1000;432.123;176.844;783.123;176.844;5.68275;0.90641;4.84298;24.1742;627;B
gen-5040;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5041;1000;1000;1000;71.322;43.432;71.322;43.432;3.94585;0.67094;3.52419;12.9508;926;B
gen-5042;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5043;1000;1000;1000;101.368;57.626;101.368;57.626;4.1142;1.07107;3.58357;13.8043;994;B
gen-5044;828;981;1000;735.225;381.255;3057.22;637.755;6.29623;0.761379;5.63878;32.4656;46;B
gen-5045;987;1000;1000;399.593;176.36;575.093;176.36;5.68204;0.673016;4.9077;24.6342;969;B
gen-5046;527;700;1000;1054.07;834.029;7439.57;4884.03;6.73649;0.647673;6.37716;41.6559;5;B
gen-5047;1000;1000;1000;112.951;62.902;112.951;62.902;4.28898;0.903484;3.82529;15.2591;994;A
gen-5048;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5049;998;1000;1000;248.833;120.575;275.833;120.575;5.13246;0.847955;4.4888;20.7904;962;B
gen-5050;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5051;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5052;504;852;1000;1086.78;708.371;7782.78;2706.37;6.80698;0.514785;6.24045;39.7881;1;B
gen-5053;995;1000;1000;255.759;187.51;323.259;187.51;5.04618;1.07803;4.79924;23.9863;942;B
gen-5054;993;1000;1000;320.378;150.144;414.878;150.144;5.3248;1.12348;4.56377;21.898;689;B
gen-5055;985;999;1000;316.119;185.015;518.619;198.515;5.26515;1.10538;4.72681;23.38;912;B
gen-5056;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5057;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5058;999;1000;1000;229.11;127.735;242.61;127.735;5.11209;0.67768;4.59454;21.6534;997;B
gen-5059;798;958;1000;778.083;445.971;3505.08;1012.97;6.33124;0.865932;5.69053;33.3489;7;B
gen-5060;1000;1000;1000;161.068;95.425;161.068;95.425;4.69332;0.799058;4.24939;18.6894;998;A
gen-5061;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5062;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5063;1000;1000;1000;83.19;42.313;83.19;42.313;4.09008;0.713181;3.49579;12.7401;998;A
gen-5064;870;994;1000;704.778;362.279;2459.78;443.279;6.29117;0.644099;5.63273;32.3039;1;B
gen-5065;767;960;1000;812.704;434.144;3958.2;974.144;6.41517;0.731613;5.70179;33.3285;16;B
gen-5066;787;964;1000;735.531;437.215;3611.03;923.215;6.15415;1.24871;5.54471;32.1045;21;B
gen-5067;915;999;1000;614.975;281.827;1762.47;295.327;6.09836;0.806664;5.31894;29.0186;151;B
gen-5068;665;967;1000;983.88;510.365;5506.38;955.865;6.70551;0.492136;5.95928;36.1588;1;B
gen-5069;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5070;991;1000;1000;345.017;161.396;466.517;161.396;5.45244;0.860721;4.74902;23.2825;785;B
gen-5071;316;435;1000;1239.46;1107.55;10473.5;8735.05;6.95655;0.558476;6.73554;46.3212;6;B
gen-5072;167;306;1000;1378.4;1227.04;12623.9;10596;7.17652;0.154211;6.94356;48.7929;1;B
gen-5073;792;993;1000;791.225;343.216;3599.22;437.716;6.38318;0.740191;5.52597;31.2198;8;B
gen-5074;1000;1000;1000;145.961;73.174;145.961;73.174;4.55347;0.973618;3.92467;16.2;995;B
gen-5075;823;985;1000;654.202;316.859;3043.7;519.359;6.00615;1.21745;5.24835;28.6689;15;B
gen-5076;1000;1000;1000;41.814;33.091;41.814;33.091;3.4283;0.592855;3.16664;10.6385;984;B
gen-5077;628;835;1000;997.524;700.995;6019.52;2928.49;6.67524;0.670401;6.19097;39.3011;1;B
gen-5078;989;1000;1000;324.846;169.826;473.346;169.826;5.3647;0.915924;4.73931;23.2543;784;B
gen-5079;996;1000;1000;265.839;145.457;319.839;145.457;5.18014;0.857183;4.64276;22.2419;924;B
gen-5080;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5081;843;940;1000;687.624;485.951;2807.12;1295.95;6.17016;0.939682;5.74162;34.0302;1;B
gen-5082;931;988;1000;548.504;281.997;1480;443.997;5.92138;0.962647;5.10302;27.2419;709;B
gen-5083;976;977;1000;364.544;335.685;688.544;646.185;5.29837;1.50818;5.09602;27.7917;990;B
gen-5084;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5085;436;682;1000;1177.57;934.861;8791.57;5227.86;6.94438;0.352916;6.6059;44.2988;4;B
gen-5086;1000;1000;1000;164.526;84.578;164.526;84.578;4.6136;1.1513;3.99477;16.9378;766;B
gen-5087;994;995;1000;317.745;231.165;398.745;298.665;5.32485;1.02935;4.92766;25.4188;997;B
gen-5088;927;988;1000;491.126;292.321;1476.63;454.321;5.6555;1.35475;5.08888;27.2684;203;B
gen-5089;403;596;1000;1183.15;983.166;9242.65;6437.17;6.91309;0.502818;6.61573;44.6042;1;B
gen-5090;995;1000;1000;277.135;141.221;344.635;141.221;5.19757;0.973166;4.61304;22.0186;962;B
gen-5091;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5092;972;999;1000;451.911;212.302;829.911;225.802;5.76333;0.762531;5.08442;26.4079;603;B
gen-5093;920;997;1000;566.452;272.576;1646.45;313.076;5.91533;1.08385;5.16324;27.6692;219;B
gen-5094;1000;1000;1000;49.785;32.572;49.785;32.572;3.53069;0.757836;3.14351;10.5378;991;B
gen-5095;499;827;1000;1121.58;756.893;7885.08;3092.39;6.86825;0.431857;6.35401;41.1052;1;B
gen-5096;1000;1000;1000;185.128;111.969;185.128;111.969;4.87819;0.721088;4.41469;20.0806;998;B
gen-5097;897;996;1000;618.636;295.364;2009.14;349.364;6.07656;0.832996;5.36113;29.4537;29;B
gen-5098;997;997;1000;226.349;180.438;266.849;220.938;4.80497;1.38863;4.49107;21.6774;999;A
gen-5099;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5100;982;1000;1000;351.203;179.351;594.203;179.351;5.49839;0.769233;4.87431;24.3891;748;B
gen-5101;981;1000;1000;380.653;188.448;637.153;188.448;5.51961;0.968956;4.84304;24.303;608;B
gen-5102;994;1000;1000;282.236;144.379;363.236;144.379;5.30133;0.748009;4.69081;22.6042;964;B
gen-5103;963;999;1000;507.678;246.71;1007.18;260.21;5.88023;0.819839;5.23402;28.0095;125;B
gen-5104;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5105;1000;1000;1000;184.304;102.186;184.304;102.186;4.82629;0.842674;4.33244;19.4031;991;A
gen-5106;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5107;885;993;1000;626.572;307.092;2179.07;401.592;6.02498;1.09146;5.29607;29.0688;2;B
gen-5108;999;1000;1000;227.375;118.337;240.875;118.337;5.11536;0.637773;4.55808;21.2139;9;B
gen-5109;997;1000;1000;287.83;183.73;328.33;183.73;5.26334;0.913177;4.84803;24.3154;996;B
gen-5110;1000;1000;1000;108.819;68.722;108.819;68.722;4.2883;0.886524;3.87254;15.7511;972;A
gen-5111;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5112;511;877;1000;1076.1;678.588;7677.6;2339.09;6.79039;0.543437;6.2336;39.5837;3;B
gen-5113;999;1000;1000;207.902;114.006;221.402;114.006;4.9492;0.865597;4.3539;19.7052;997;B
gen-5114;982;1000;1000;336.149;145.56;579.149;145.56;5.30369;1.20719;4.54305;21.6402;928;B
gen-5115;921;990;1000;513.297;281.818;1579.8;416.818;5.69934;1.4135;5.02879;26.7434;60;B
gen-5116;941;997;1000;526.278;293.282;1322.78;333.782;5.88426;0.911455;5.30273;28.9629;521;B
gen-5117;873;990;1000;627.36;342.368;2341.86;477.368;6.04013;1.0229;5.40286;30.2158;249;B
gen-5118;947;993;1000;470.64;294.477;1186.14;388.977;5.61679;1.44792;5.07773;27.3067;539;B
gen-5119;627;797;1000;868.946;648.277;5904.45;3388.78;6.39182;1.0284;5.97395;36.9511;36;B
gen-5120;969;1000;1000;474.769;214.792;893.269;214.792;5.82628;0.780024;5.05142;26.2186;162;B
gen-5121;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5122;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5123;948;1000;1000;521.047;263.716;1223.05;263.716;5.91395;0.780286;5.32205;28.8714;344;B
gen-5124;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5125;765;963;1000;816.091;486.309;3988.59;985.809;6.41302;0.768693;5.85256;35.0464;1;B
gen-5126;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5127;979;1000;1000;396.817;174.533;680.317;174.533;5.5881;0.891176;4.8395;24.109;26;B
gen-5128;648;940;1000;977.153;546.327;5729.15;1356.33;6.6648;0.603155;5.97716;36.5206;1;B
gen-5129;937;987;1000;524.746;324.223;1375.25;499.723;5.85493;1.0249;5.30249;29.2045;615;B
gen-5130;287;427;1000;1248.48;1105.69;10874;8841.19;6.97988;0.486322;6.75058;46.4221;1;B
gen-5131;949;996;1000;518.242;276.61;1206.74;330.61;5.92986;0.709944;5.31299;28.8683;230;B
gen-5132;395;730;1000;1209.82;859.449;9377.32;4504.45;6.96306;0.406148;6.49749;42.9203;2;B
gen-5133;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5134;493;894;1000;1111.89;624.618;7956.39;2055.62;6.84332;0.482986;6.12959;38.3236;8;B
gen-5135;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5136;1000;1000;1000;109.253;76.823;109.253;76.823;4.31643;0.821323;3.99541;16.68;998;B
gen-5137;995;995;1000;201.107;141.945;268.607;209.445;4.87229;0.845321;4.45638;20.707;998;A
gen-5138;942;998;1000;510.702;268.118;1293.7;295.118;5.87654;0.805862;5.27504;28.4997;147;B
gen-5139;993;1000;1000;283.886;143.4;378.386;143.4;5.24006;0.918946;4.61678;22.0757;965;B
gen-5140;602;808;1000;1021.16;721.431;6394.16;3313.43;6.7324;0.534715;6.25338;39.9253;1;B
gen-5141;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5142;1000;1000;1000;164.494;75.29;164.494;75.29;4.53403;1.35431;3.84079;15.7855;994;A
gen-5143;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5144;504;781;1000;1097.2;777.796;7793.2;3734.3;6.82561;0.486948;6.34477;41.081;2;B
gen-5145;348;545;1000;1258.14;1083.14;10060.1;7225.64;7.03327;0.309007;6.81596;46.979;1;B
gen-5146;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5147;969;1000;1000;505.181;218.008;923.681;218.008;5.92821;0.678499;5.14686;27.0088;8;B
gen-5148;96;200;1000;1431.87;1341.66;13635.9;12141.7;7.2307;0.119128;7.11166;50.9202;1;B
gen-5149;1000;1000;1000;211.645;127.094;211.645;127.094;4.94685;0.879645;4.48155;20.8523;942;B
gen-5150;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5151;991;998;1000;337.245;214.856;458.745;241.856;5.46436;0.774382;4.98316;25.5931;437;B
gen-5152;900;996;1000;572.866;270.874;1922.87;324.874;5.95374;0.947804;5.25394;28.3462;32;B
gen-5153;992;1000;1000;301.147;106.451;409.147;106.451;5.20357;1.21706;4.28402;19.2199;981;B
gen-5154;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5155;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5156;987;1000;1000;324.7;203.461;500.2;203.461;5.36815;0.957212;4.87941;24.7677;979;B
gen-5157;898;974;1000;613.046;403.825;1990.05;754.825;6.00225;1.08624;5.54725;31.881;34;B
gen-5158;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5159;856;956;1000;669.343;427.375;2613.34;1021.38;6.12304;0.992507;5.59689;32.3849;14;B
gen-5160;952;997;1000;569.303;327.548;1217.3;368.048;6.06635;0.654531;5.51233;31.0191;266;B
gen-5161;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5162;1000;1000;1000;214.604;126.226;214.604;126.226;4.87427;1.16179;4.34865;20.015;998;A
gen-5163;93;177;1000;1435.72;1351.41;13680.2;12461.9;7.23818;0.103528;7.11003;50.9447;1;B
gen-5164;947;999;1000;494.667;240.583;1210.17;254.083;5.80308;0.954485;5.12895;27.1135;98;B
gen-5165;696;939;1000;946.266;561.264;5050.27;1384.76;6.63906;0.574247;6.0312;37.0937;1;B
gen-5166;1000;1000;1000;124.609;53.597;124.609;53.597;4.40486;0.900252;3.67456;14.1342;999;A
gen-5167;937;996;1000;561.931;324.897;1412.43;378.897;5.9807;0.853043;5.3869;29.9084;14;B
gen-5168;850;986;1000;703.664;358.367;2728.66;547.367;6.24492;0.759664;5.58254;31.8202;36;B
gen-5169;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5170;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
