inst;succ A;succ B;of;steps A;steps B;awg fined A;awg fined B;mu A;sig^2 A;mu B;sig^2 B;xing;winner
gen-5171;1000;1000;1000;86.216;47.555;86.216;47.555;3.99096;1.03698;3.5134;13.1035;999;B
gen-5172;881;992;1000;651.556;343.16;2258.06;451.16;6.14715;0.815863;5.50038;31.0135;67;B
gen-5173;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5174;979;994;1000;303.985;205.309;587.485;286.309;5.0002;1.76927;4.53946;22.4485;961;B
gen-5175;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5176;1000;1000;1000;140.533;92.603;140.533;92.603;4.41809;1.25052;3.9382;16.8587;999;B
gen-5177;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5178;369;520;1000;1191.99;1031.78;9710.49;7511.78;6.89138;0.629518;6.61852;44.9024;1;B
gen-5179;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5180;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5181;513;726;1000;1057.16;794.05;7631.66;4493.05;6.74687;0.613976;6.32361;40.9393;4;B
gen-5182;999;1000;1000;239.329;141.237;252.829;141.237;5.0583;0.91433;4.51718;21.3088;993;B
gen-5183;998;1000;1000;244.802;136.356;271.802;136.356;5.12234;0.81881;4.56564;21.563;995;B
gen-5184;840;966;1000;710.356;442.956;2870.36;901.956;6.23356;0.831565;5.73287;33.7217;68;B
gen-5185;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5186;997;1000;1000;208.613;128.479;249.113;128.479;4.91341;0.955981;4.37572;20.1285;951;B
gen-5187;199;400;1000;1354.04;1193.04;12167.5;9293.04;7.128;0.273482;6.93093;48.5601;1;B
gen-5188;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5189;995;996;1000;251.16;216.205;318.66;270.205;4.99597;1.27861;4.75636;24.2077;999;B
gen-5190;997;999;1000;288.533;158.243;329.033;171.743;5.34582;0.668063;4.81792;23.7024;999;B
gen-5191;997;1000;1000;286.952;135.751;327.452;135.751;5.34704;0.66767;4.6619;22.2414;992;B
gen-5192;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5193;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5194;996;990;1000;265.373;194.317;319.373;329.317;5.2494;0.73109;4.75098;23.5446;941;A
gen-5195;997;1000;1000;245.957;136.163;286.457;136.163;5.17919;0.686575;4.6751;22.3642;992;B
gen-5196;1000;1000;1000;125.584;68.053;125.584;68.053;4.47317;0.765759;3.92293;16.0069;81;A
gen-5197;1000;1000;1000;86.7;74.439;86.7;74.439;3.98922;1.00607;3.76472;15.3268;999;B
gen-5198;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5199;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5200;778;941;1000;763.29;523.914;3760.29;1320.41;6.31913;0.797604;5.88102;35.4892;41;B
gen-5201;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5202;194;339;1000;1351.08;1215.53;12232.1;10139;7.13193;0.246072;6.95001;48.8205;1;B
gen-5203;869;975;1000;654.048;345.651;2422.55;683.151;6.07452;1.05899;5.37388;29.903;63;B
gen-5204;638;843;1000;963.97;677.927;5850.97;2797.43;6.61069;0.756571;6.11337;38.4618;14;B
gen-5205;986;1000;1000;330.847;146.302;519.847;146.302;5.34452;1.05389;4.6165;22.1168;910;B
gen-5206;1000;1000;1000;206.844;101.095;206.844;101.095;4.88446;1.05269;4.1567;18.2087;996;A
gen-5207;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5208;354;600;1000;1235.68;956.81;9956.68;6356.81;7.00244;0.345893;6.58563;44.1918;2;B
gen-5209;968;1000;1000;465.334;129.656;897.334;129.656;5.76752;0.895843;4.57188;21.5736;194;B
gen-5210;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5211;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5212;1000;1000;1000;127.701;56.22;127.701;56.22;4.43448;0.876933;3.73925;14.5797;998;A
gen-5213;883;906;1000;578.948;452.229;2158.45;1721.23;5.89088;1.17874;5.43854;31.1698;851;B
gen-5214;985;1000;1000;362.24;137.09;564.74;137.09;5.35624;1.35458;4.38481;20.3295;769;B
gen-5215;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5216;1000;1000;1000;88.878;55.44;88.878;55.44;4.10766;0.810878;3.66489;14.129;938;A
gen-5217;533;814;1000;1077.21;756.963;7381.71;3267.96;6.76082;0.678699;6.31286;40.7181;1;B
gen-5218;251;302;1000;1301.13;1238.83;11412.6;10661.8;7.07033;0.31035;6.96294;49.0341;15;B
gen-5219;337;680;1000;1248.79;919.263;10199.3;5239.26;7.0212;0.316173;6.58426;44.0229;1;B
gen-5220;1000;1000;1000;181.45;131.337;181.45;131.337;4.55744;1.42625;4.21472;19.1773;999;A
gen-5221;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5222;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5223;1000;1000;1000;74.115;43.487;74.115;43.487;3.83386;0.921366;3.37181;12.1013;984;A
gen-5224;978;993;1000;372.278;278.111;669.278;372.611;5.4395;1.11541;5.13565;27.523;204;B
gen-5225;415;773;1000;1172.66;797.713;9070.16;3862.21;6.89601;0.530029;6.36355;41.3681;2;B
gen-5226;403;700;1000;1176.34;860.296;9235.84;4910.3;6.91318;0.457523;6.46732;42.6197;3;B
gen-5227;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5228;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5229;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5230;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5231;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5232;125;266;1000;1400.82;1267.54;13213.3;11176.5;7.1916;0.174401;7.00508;49.564;1;B
gen-5233;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5234;845;949;1000;614.361;415.415;2706.86;1103.91;5.9693;1.11718;5.46967;31.205;2;B
gen-5235;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5236;607;781;1000;1021.8;808.914;6327.3;3765.41;6.73692;0.51766;6.4277;42.02;1;B
gen-5237;948;987;1000;488.054;294.758;1190.05;470.258;5.76366;1.05637;5.18029;28.0146;462;B
gen-5238;925;999;1000;524.983;292.683;1537.48;306.183;5.74936;1.39837;5.15169;27.8591;95;B
gen-5239;987;998;1000;336.875;191.384;512.375;218.384;5.35208;1.07095;4.83289;24.2564;411;B
gen-5240;820;981;1000;723.983;345.125;3153.98;601.625;6.21078;1.00426;5.37595;29.9732;2;B
gen-5241;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5242;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5243;784;973;1000;747.072;404.714;3663.07;769.214;6.21777;1.07563;5.54838;31.843;96;B
gen-5244;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5245;957;991;1000;465.88;322.689;1046.38;444.189;5.71038;1.10397;5.2514;28.9261;914;B
gen-5246;504;806;1000;1127.1;784.329;7823.1;3403.33;6.86429;0.469791;6.41079;41.7564;3;B
gen-5247;1000;1000;1000;194.451;119.975;194.451;119.975;4.77935;1.16484;4.30823;19.7007;910;A
gen-5248;980;998;1000;384.723;210.743;654.723;237.743;5.54983;0.887928;5.0094;25.7981;891;B
gen-5249;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5250;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5251;627;795;1000;899.385;678.431;5934.89;3445.93;6.40489;1.20287;5.94654;37.0286;2;B
gen-5252;887;991;1000;600.194;339.182;2125.69;460.682;5.91742;1.27888;5.35231;29.8199;2;B
gen-5253;937;997;1000;535.157;289.318;1385.66;329.818;5.94229;0.774988;5.34471;29.2619;84;B
gen-5254;281;450;1000;1267.24;1113.56;10973.7;8538.56;7.00534;0.445682;6.80461;46.9804;2;B
gen-5255;495;721;1000;1065.21;790.358;7882.71;4556.86;6.74132;0.657247;6.30659;40.747;1;B
gen-5256;606;790;1000;954.958;656.324;6273.96;3491.32;6.58268;0.788385;5.97903;37.0652;1;B
gen-5257;1000;1000;1000;164.767;102.494;164.767;102.494;4.74967;0.790363;4.23933;18.8044;997;B
gen-5258;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5259;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5260;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5261;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5262;168;269;1000;1369.1;1273.77;12601.1;11142.3;7.15387;0.213043;7.02615;49.7983;1;B
gen-5263;159;258;1000;1372.71;1274.64;12726.2;11291.6;7.15268;0.232659;7.0232;49.7647;1;B
gen-5264;657;918;1000;958.754;583.251;5589.25;1690.25;6.63772;0.611975;6.04259;37.2896;9;B
gen-5265;988;999;1000;312.438;155.436;474.438;168.936;5.2109;1.24698;4.55282;21.8316;951;B
gen-5266;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5267;981;1000;1000;385.111;239.818;641.611;239.818;5.51467;1.04362;5.15293;27.3381;240;B
gen-5268;833;930;1000;685.845;490.499;2940.34;1435.5;6.09556;1.18919;5.66932;33.4776;8;B
gen-5269;256;344;1000;1280.8;1202.85;11324.8;10058.9;7.01801;0.455614;6.89221;48.2267;1;B
gen-5270;859;981;1000;674.626;362.249;2578.13;618.749;6.15567;0.896706;5.48497;30.9767;244;B
gen-5271;850;975;1000;599.724;312.874;2624.72;650.374;5.98585;0.949743;5.26779;28.6817;233;B
gen-5272;325;559;1000;1249.34;985.429;10361.8;6938.93;7.00438;0.38491;6.62126;44.639;1;B
gen-5273;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5274;753;961;1000;815.798;400.377;4150.3;926.877;6.3991;0.793546;5.61006;32.3092;5;B
gen-5275;432;663;1000;1148.06;879.018;8816.06;5428.52;6.87224;0.512243;6.45906;42.6115;2;B
gen-5276;976;998;1000;382.075;234.849;706.075;261.849;5.49839;1.03259;4.9789;25.8783;31;B
gen-5277;996;1000;1000;293.505;144.409;347.505;144.409;5.15165;1.30299;4.39214;20.5171;975;B
gen-5278;949;979;1000;461.608;348.26;1150.11;631.76;5.71897;0.964297;5.37673;29.9757;410;B
gen-5279;992;1000;1000;219.783;106.551;327.783;106.551;4.80033;1.20303;4.18914;18.4073;387;B
gen-5280;512;882;1000;1138.38;709.452;7726.38;2302.45;6.90679;0.353782;6.34679;40.8142;1;B
gen-5281;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5282;998;1000;1000;214.325;117.602;241.325;117.602;4.84626;1.16367;4.35666;19.889;761;B
gen-5283;465;783;1000;1149.05;766.795;8371.55;3696.3;6.90147;0.403925;6.35054;41.0756;1;B
gen-5284;915;988;1000;574.111;324.419;1721.61;486.419;5.948;1.01348;5.34492;29.5702;396;B
gen-5285;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5286;408;571;1000;1186.66;1015;9178.66;6806.5;6.93135;0.437822;6.67628;45.3233;1;B
gen-5287;804;967;1000;781.764;447.965;3427.76;893.465;6.38344;0.689369;5.75307;33.8924;20;B
gen-5288;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5289;113;324;1000;1428.99;1262.62;13403.5;10388.6;7.23255;0.100501;7.03267;49.8312;1;B
gen-5290;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5291;794;986;1000;781.216;373.39;3562.22;562.39;6.31469;0.946298;5.52572;31.471;4;B
gen-5292;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5293;899;978;1000;616.096;400.011;1979.6;697.011;6.09432;0.793465;5.57798;32.0574;606;B
gen-5294;1000;1000;1000;217.641;103.974;217.641;103.974;4.98268;0.924947;4.29318;19.2009;971;B
gen-5295;776;969;1000;818.32;447.211;3842.32;865.711;6.40539;0.803534;5.72399;33.6615;56;B
gen-5296;989;1000;1000;350.822;168.537;499.322;168.537;5.49212;0.825064;4.81233;23.8224;852;B
gen-5297;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5298;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5299;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5300;1000;1000;1000;103.485;53.703;103.485;53.703;4.18557;0.962998;3.58589;13.6945;993;A
gen-5301;847;991;1000;764.795;405.135;2830.3;526.635;6.40067;0.584653;5.72426;33.3936;1;B
gen-5302;1000;1000;1000;42.86;28.784;42.86;28.784;3.39151;0.716493;3.03709;9.84912;989;B
gen-5303;575;785;1000;1046.41;783.333;6783.91;3685.83;6.76766;0.504348;6.38055;41.4382;14;B
gen-5304;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5305;222;551;1000;1334.61;1037.06;11837.6;7098.56;7.11385;0.260127;6.70927;45.7335;5;B
gen-5306;981;996;1000;365.427;241.851;621.927;295.851;5.4609;1.00792;5.02278;26.2374;885;B
gen-5307;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5308;660;872;1000;971.602;675.101;5561.6;2403.1;6.67894;0.519192;6.21345;39.3584;3;B
gen-5309;1000;1000;1000;183.918;120.518;183.918;120.518;4.8538;0.811289;4.4214;20.3725;995;B
gen-5310;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5311;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5312;955;994;1000;492.044;277.794;1099.54;358.794;5.88691;0.685558;5.31613;28.9153;3;B
gen-5313;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5314;774;909;1000;808.409;530.578;3859.41;1759.08;6.4183;0.707705;5.90135;35.6814;136;B
gen-5315;811;949;1000;744.658;473.971;3296.16;1162.47;6.26606;0.907722;5.7342;33.9186;2;B
gen-5316;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5317;555;906;1000;1038.17;618.413;7045.67;1887.41;6.70898;0.694574;6.10852;38.1265;16;B
gen-5318;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5319;958;992;1000;412.76;276.326;979.76;384.326;5.52291;1.10577;5.17057;27.6889;641;B
gen-5320;898;989;1000;615.186;334.803;1992.19;483.303;6.09694;0.749116;5.48912;30.8041;24;B
gen-5321;976;1000;1000;443.75;254.389;767.75;254.389;5.79576;0.660047;5.2742;28.3957;146;B
gen-5322;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5323;379;789;1000;1230.67;840.031;9614.17;3688.53;7.0117;0.292664;6.49044;42.787;2;B
gen-5324;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5325;998;1000;1000;161.448;88.692;188.448;88.692;4.57491;1.04883;4.01982;17.0818;962;B
gen-5326;475;781;1000;1164.81;830.852;8252.31;3787.35;6.93617;0.341217;6.47704;42.6042;3;B
gen-5327;854;988;1000;709.23;350.954;2680.23;512.954;6.25586;0.769278;5.56755;31.632;7;B
gen-5328;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5329;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5330;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5331;995;1000;1000;273.579;148.013;341.079;148.013;5.13833;1.04885;4.56196;21.7386;975;B
gen-5332;1000;1000;1000;34.477;22.022;34.477;22.022;3.16108;0.755079;2.81401;8.48119;999;B
gen-5333;879;973;1000;637.852;347.39;2271.35;711.89;6.11633;0.822006;5.39425;30.0508;28;B
gen-5334;718;881;1000;894.875;645.593;4701.88;2252.09;6.48871;0.927862;6.05826;37.8482;1;B
gen-5335;996;1000;1000;272.549;176.129;326.549;176.129;5.03355;1.42432;4.61591;22.6599;653;B
gen-5336;993;1000;1000;331.992;159.972;426.492;159.972;5.47834;0.700198;4.82234;23.7728;828;B
gen-5337;128;417;1000;1420.25;1210.38;13192.3;9080.89;7.22204;0.119202;6.98279;49.1407;1;B
gen-5338;668;795;1000;922.152;726.362;5404.15;3493.86;6.54164;0.815793;6.19672;39.4744;37;B
gen-5339;1000;1000;1000;152.314;87.263;152.314;87.263;4.65014;0.809227;4.13115;17.7583;999;B
gen-5340;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5341;970;972;1000;453.595;373.984;858.595;751.984;5.66866;1.1678;5.40486;30.5105;993;B
gen-5342;996;1000;1000;286.402;187.923;340.402;187.923;5.21997;1.05186;4.83861;24.3928;968;B
gen-5343;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5344;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5345;518;745;1000;1095.93;810.036;7602.93;4252.54;6.80536;0.587437;6.33908;41.2123;1;B
gen-5346;512;879;1000;1096.94;689.41;7684.94;2322.91;6.82164;0.506796;6.26375;39.9126;1;B
gen-5347;366;878;1000;1267.2;713.725;9826.2;2360.72;7.06269;0.23229;6.34354;40.8099;1;B
gen-5348;1000;1000;1000;63.297;30.371;63.297;30.371;3.72771;0.875306;3.11707;10.3191;990;A
gen-5349;123;253;1000;1416.58;1307.15;13256.1;11391.6;7.22397;0.0923668;7.08986;50.568;1;B
gen-5350;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5351;996;1000;1000;269.92;182.174;323.92;182.174;5.22554;0.813032;4.83156;24.1611;741;B
gen-5352;987;999;1000;291.957;174.289;467.457;187.789;5.25263;0.905183;4.72822;23.2201;939;B
gen-5353;160;491;1000;1376.92;1132.13;12716.9;8003.63;7.1595;0.21836;6.88329;47.838;1;B
gen-5354;1000;1000;1000;79.349;61.145;79.349;61.145;3.87123;1.03752;3.66243;14.3785;998;B
gen-5355;995;1000;1000;320.436;180.256;387.936;180.256;5.45527;0.663915;4.95743;25.0779;990;B
gen-5356;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5357;106;267;1000;1426.51;1297.85;13495.5;11193.4;7.23303;0.0886476;7.07568;50.389;1;B
gen-5358;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5359;963;1000;1000;451.596;233.756;951.096;233.756;5.70281;0.944297;5.09288;26.7259;13;B
gen-5360;990;994;1000;301.6;209.467;436.6;290.467;5.18907;1.22277;4.75366;23.9353;993;B
gen-5361;1000;1000;1000;125.127;88.641;125.127;88.641;4.37034;0.97872;4.01593;17.0687;999;A
gen-5362;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5363;350;510;1000;1209.98;1043.14;9984.98;7658.14;6.93427;0.511162;6.67023;45.381;1;B
gen-5364;959;985;1000;434.734;283.263;988.234;485.763;5.61521;1.08674;5.03618;26.6784;589;B
gen-5365;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5366;667;851;1000;925.039;679.697;5420.54;2691.2;6.55782;0.765126;6.14221;38.7319;15;B
gen-5367;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5368;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5369;1000;1000;1000;29.739;17.629;29.739;17.629;3.10573;0.568888;2.63917;7.40509;975;B
gen-5370;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5371;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5372;728;926;1000;882.172;568.529;4554.17;1567.53;6.52735;0.680954;6.00355;36.8855;2;B
gen-5373;843;952;1000;752.302;503.802;2871.8;1151.8;6.33044;0.743051;5.90192;35.6023;36;B
gen-5374;214;389;1000;1311.47;1156.82;11922.5;9405.32;7.06757;0.355629;6.8439;47.5361;1;B
gen-5375;942;994;1000;520.479;283.538;1303.48;364.538;5.85952;0.961829;5.208;28.1213;718;B
gen-5376;899;992;1000;612.926;323.933;1976.43;431.933;6.08089;0.798405;5.43146;30.2413;96;B
gen-5377;525;755;1000;1032.69;813.934;7445.19;4121.43;6.59355;1.22212;6.2843;40.795;5;B
gen-5378;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5379;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5380;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5381;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5382;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5383;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5384;527;778;1000;1047.99;732.257;7433.49;3729.26;6.73388;0.623596;6.23235;39.7859;2;B
gen-5385;1000;1000;1000;151.164;88.79;151.164;88.79;4.62577;0.822529;4.19492;18.1832;998;B
gen-5386;975;986;1000;324.187;252.132;661.687;441.132;5.23328;1.18616;4.87557;25.0858;24;B
gen-5387;689;928;1000;894.361;537.018;5092.86;1509.02;6.51881;0.73704;5.95174;36.1978;8;B
gen-5388;998;1000;1000;200.201;123.861;227.201;123.861;4.80935;1.05658;4.34138;19.8402;979;B
gen-5389;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5390;991;998;1000;284.08;183.683;405.58;210.683;5.19107;0.992775;4.65338;22.7394;52;B
gen-5391;543;816;1000;1089.95;757.532;7259.45;3241.53;6.8242;0.481866;6.35466;41.0891;1;B
gen-5392;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5393;998;1000;1000;208.482;128.214;235.482;128.214;4.91277;0.878151;4.43508;20.4985;998;B
gen-5394;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5395;1000;1000;1000;111.429;72.53;111.429;72.53;4.31454;0.831798;3.9088;16.0597;370;A
gen-5396;690;932;1000;943.023;589.839;5128.02;1507.84;6.64785;0.524089;6.10868;37.9543;20;B
gen-5397;754;987;1000;838.452;383.254;4159.45;558.754;6.43803;0.803307;5.64322;32.5505;2;B
gen-5398;997;1000;1000;294.514;114.261;335.014;114.261;5.22111;1.08021;4.37336;19.9324;927;B
gen-5399;992;1000;1000;357.216;170.779;465.216;170.779;5.51694;0.804995;4.83445;24.0246;2;B
gen-5400;683;857;1000;872.796;577.742;5152.3;2508.24;6.35037;1.38469;5.64485;33.9539;11;B
gen-5401;881;991;1000;639.85;353.476;2246.35;474.976;6.10112;0.915593;5.49485;31.0782;124;B
gen-5402;992;999;1000;325.023;164.989;433.023;178.489;5.26611;1.18379;4.63337;22.4439;987;B
gen-5403;993;1000;1000;367.881;180.839;462.381;180.839;5.61318;0.635534;4.98815;25.3161;644;B
gen-5404;863;993;1000;656.881;305.789;2506.38;400.289;6.12707;0.897368;5.36663;29.5773;1;B
gen-5405;987;1000;1000;348.178;145.184;523.678;145.184;5.359;1.27226;4.4609;21.1612;764;B
gen-5406;996;1000;1000;241.585;126.37;295.585;126.37;4.92314;1.39395;4.35486;20.1064;993;B
gen-5407;989;998;1000;330.261;175.288;478.761;202.288;5.42718;0.772635;4.85745;24.1803;645;B
gen-5408;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5409;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5410;932;964;1000;481.846;359.492;1399.85;845.492;5.7435;0.990011;5.40499;30.2332;883;B
gen-5411;311;606;1000;1281.16;1000.38;10582.7;6319.38;7.0657;0.262527;6.70314;45.5156;2;B
gen-5412;896;974;1000;652.45;394.05;2056.45;745.05;6.18793;0.696414;5.6339;32.4887;113;B
gen-5413;475;685;1000;1126.89;836.707;8214.39;5089.21;6.86099;0.479883;6.38429;41.7002;1;B
gen-5414;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5415;833;982;1000;682.797;357.248;2937.3;600.248;6.12224;1.01695;5.46959;30.8169;1;B
gen-5416;306;486;1000;1258.41;1093.5;10627.4;8032.5;7.00305;0.430425;6.7675;46.5466;7;B
gen-5417;883;968;1000;639.875;411.883;2219.38;843.883;6.11536;0.835348;5.63051;32.5837;79;B
gen-5418;1000;1000;1000;145.414;86.074;145.414;86.074;4.60526;0.776818;4.1441;17.7857;993;B
gen-5419;1000;1000;1000;60.604;33.333;60.604;33.333;3.65461;0.931786;3.12692;10.4922;991;B
gen-5420;643;874;1000;977.686;614.813;5797.19;2315.81;6.67712;0.555287;6.09091;37.8763;39;B
gen-5421;991;1000;1000;340.982;155.262;462.482;155.262;5.43166;0.900435;4.74623;23.156;837;B
gen-5422;1000;1000;1000;118.447;71.756;118.447;71.756;4.40373;0.815353;3.94737;16.2437;999;B
gen-5423;512;822;1000;1097.97;733.557;7685.97;3136.56;6.80544;0.582655;6.22519;39.7912;2;B
gen-5424;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
gen-5425;0;0;1000;1500;1500;15000;15000;7.31322;1.49989e-13;7.31322;53.5367;0;A
